# Copyright (C) 2026 ysicing
# SPDX-License-Identifier: AGPL-3.0-or-later
CPU 温度达到 {}，已恢复系统自动控制	Le CPU a atteint {} ; les ventilateurs sont de nouveau gérés par le système
CPU 温度过高	CPU trop chaud
CPU 负载偏高	Charge CPU élevée
CPU 负载很高	Charge CPU très élevée
CPU 过热	Surchauffe du CPU
CPU：{}（以单核满载为 100%）	CPU : {} (100 % = un cœur entièrement utilisé)
Cloudflare 接入节点（机场代码）	Point de présence Cloudflare (code aéroport)
Cloudflare（1.1.1.1）	Cloudflare (1.1.1.1)
CoreSimulator 的动态库与运行时缓存	Caches dyld et d’environnements d’exécution de CoreSimulator
DNS 地址格式不正确	Adresse DNS incorrecte
DNS 已设置为 {}	DNS défini sur {}
DNS 缓存已刷新	Cache DNS vidé
DerivedData，下次编译时自动重建	DerivedData ; recréé à la prochaine compilation
GPU 占用	Utilisation du GPU
Globalping 返回了错误（HTTP {}）	Globalping a renvoyé une erreur (HTTP {})
Google（8.8.8.8）	Google (8.8.8.8)
IP 地址	Adresses IP
IP 类型	Type d’IP
IP 纯净度	Réputation de l’IP
IPv6 没有经过代理：只走 IPv6 的连接会直接暴露本机地址 {}。	IPv6 ne passe pas par le proxy : les connexions uniquement IPv6 exposent votre adresse {}.
IPv6 连接也经过代理。	Les connexions IPv6 passent également par le proxy.
SMC [{}] 不支持的数据类型 {}	SMC [{}] : type de données {} non pris en charge
SMC [{}] 被固件拒绝 (0x{})	SMC [{}] : refusé par le micrologiciel (0x{})
SMC [{}] 调用失败 ({})	SMC [{}] : échec de l’appel ({})
SMC 通信与 Apple Silicon 风扇解锁流程移植自该项目 · MIT License	L’accès au SMC et le déverrouillage des ventilateurs Apple Silicon proviennent de ce projet · Licence MIT
SSD 健康	État du SSD
Time Machine 在备份之间会先在本机留下快照，它们占的空间计入“可清除”，系统缺空间时会自动删。手动删除不影响已完成的备份。	Entre les sauvegardes, Time Machine conserve des instantanés sur ce Mac. Leur espace est considéré comme purgeable et macOS les supprime au besoin. Leur suppression manuelle n’affecte pas les sauvegardes terminées.
VPN / 代理	VPN / Proxy
VPN / 隧道	VPN / Tunnel
VPN 不允许绕开它连接	Le VPN interdit les connexions qui le contournent
VPN 不允许绕开它连接，读不到本机网络原本的出口。下方按出口列出各网站。	Le VPN interdit les connexions qui le contournent ; la sortie d’origine du réseau ne peut donc pas être déterminée. Les sites sont regroupés par sortie ci-dessous.
VPN 隧道	Tunnel VPN
WebDAV 地址发生重定向，请填写最终目录地址	L’adresse WebDAV redirige ailleurs. Saisissez l’URL finale du dossier
WebDAV 存储空间不足	L’espace WebDAV est plein
WebDAV 拒绝访问，请检查目录读写权限	Accès WebDAV refusé. Vérifiez les droits de lecture et d’écriture du dossier
WebDAV 目录不存在，请先在服务器上创建该目录	Le dossier WebDAV n’existe pas. Créez-le d’abord sur le serveur
WebDAV 目录地址	URL du dossier WebDAV
WebDAV 认证失败，请检查用户名和密码	Échec de l’authentification WebDAV. Vérifiez le nom d’utilisateur et le mot de passe
WebDAV 返回错误：{}	WebDAV a renvoyé une erreur : {}
XStats {} 已发布	XStats {} est disponible
XStats 基于 OpenStats 开发，感谢原项目的开源贡献 · MIT License	XStats repose sur OpenStats. Merci au projet d’origine pour ses contributions open source · Licence MIT
XStats 控制	Géré par XStats
XStats 控制中	Géré par XStats
XStats 的通知被关闭了，打开的提醒不会显示。	Les notifications de XStats sont désactivées ; les alertes ne s’afficheront pas.
XStats 辅助工具	Assistant XStats
XStats 通知测试	Notification de test XStats
XStats 防休眠	XStats – Maintien en éveil
XStats 需要授权以安装新版本。	XStats a besoin d’une autorisation pour installer la nouvelle version.
XStats 需要管理员权限来修改“{}”的 DNS。	XStats a besoin des droits d’administration pour modifier le DNS de « {} ».
XStats 需要管理员权限来删除 Time Machine 本地快照。	XStats a besoin des droits d’administration pour supprimer les instantanés locaux de Time Machine.
XStats 需要管理员权限来刷新 DNS 缓存。	XStats a besoin des droits d’administration pour vider le cache DNS.
XStats 需要管理员权限来释放内存。	XStats a besoin des droits d’administration pour libérer de la mémoire.
XStats-诊断-{}	XStats-Diagnostic-{}
XStats-诊断-{}.zip	XStats-Diagnostic-{}.zip
Xcode 归档	Archives Xcode
Xcode 编译缓存	Cache de compilation Xcode
cleanip.io 对这次评分的把握：各数据源结论越一致越高	Fiabilité du score selon cleanip.io : plus les sources concordent, plus elle est élevée
macOS 系统目录（系统组件）	Dossier système macOS (composant système)
npm 缓存	Cache npm
Go 缓存	Cache Go
Rust 缓存	Cache Rust
uv 缓存	Cache uv
Yarn 缓存	Cache Yarn
pnpm 缓存	Cache pnpm
Bun 缓存	Cache Bun
npm 下载缓存，由 npm 自行清理	Cache de téléchargement npm, nettoyé par npm
Yarn 全局与离线镜像缓存，由 Yarn 自行清理	Caches global et miroir hors ligne de Yarn, nettoyés par Yarn
pnpm 内容寻址存储，仅清理未被引用的包	Stockage adressé par contenu de pnpm ; seuls les paquets non référencés sont supprimés
Bun 下载的包缓存，由 Bun 自行清理	Cache de téléchargement des paquets Bun, nettoyé par Bun
Go 编译与完整模块缓存，由 go clean 清理	Caches de compilation et de modules complets Go, nettoyés par go clean
Cargo 注册表与 Git 依赖缓存，需要 cargo-cache	Caches du registre Cargo et des dépendances Git ; nécessite cargo-cache
uv 下载的 Python 包与构建缓存，由 uv 自行清理	Caches de paquets Python et de compilation téléchargés par uv, nettoyés par uv
未找到 {}，无法安全清理	{} est introuvable et ne peut pas être nettoyé en toute sécurité
{} 清理失败（退出码 {}）	Échec du nettoyage de {} (code de sortie {})
{} 清理失败（退出码 {}）：{}	Échec du nettoyage de {} (code de sortie {}) : {}
{}：未找到 {}，无法安全清理	{} : {} est introuvable et ne peut pas être nettoyé en toute sécurité
支持的内容先移到废纸篓；工具缓存由对应命令直接清理。	Les éléments pris en charge sont d’abord placés dans la corbeille ; les caches d’outils sont nettoyés directement par leurs commandes.
支持的缓存可以恢复；工具缓存始终由对应命令直接清理	Les caches pris en charge peuvent être restaurés ; les caches d’outils sont toujours nettoyés directement par leurs commandes
{} {} 英寸	{} {} pouces
{} · {} 个	{} · {}
{} · {} 核	{} · {} cœurs
{} · 约 {}	{} · environ {}
{} · 负载 {}/{}	{} · charge {}/{}
{} 个	{}
{} 个传感器	{} capteurs
{} 个应用，系统自带的不列出	{} apps ; les apps intégrées ne sont pas affichées
{} 个网站	{} sites
{} 个进程	{} processus
{} 中位延迟	Médiane {}
{} 分钟	{} min
{} 可用 {} · 共 {}	{} {} libres · {} au total
{} 天	{} j
{} 天 {} 小时	{} j {} h
{} 小时	{} h
{} 小时 {} 分钟	{} h {} min
{} 核	{} cœurs
{} 核图形处理器	GPU à {} cœurs
{} 正在运行	{} est en cours d’exécution
{} 正在运行，卸载前需要先退出。	{} est en cours d’exécution. Quittez l’app avant de la désinstaller.
{} 测	à {}
{} 秒	{} s
{} 秒 / {} MB	{} s / {} Mo
{} 秒·{} MB	{} s · {} Mo
{} 组	{} groupes
{} 缓存	Cache {}
{} 英寸	{} pouces
{} 项	{} éléments
{} 项 · 可直接停用	{} éléments · désactivables ici
{} 项 · 需要管理员权限，只读	{} éléments · droits d’administration requis, lecture seule
{} 项失败	{} échecs
{}%（阈值 {}%）	{} % (seuil {} %)
{}/{} 个节点连得上	{}/{} nœuds accessibles
{}{}只剩 {}%，记得充电。	{}{} n’a plus que {} %. Pensez à recharger.
{}{}（{}）	{}{} ({})
{}。系统会自动分配任务，不用你操心	{}. macOS répartit automatiquement les tâches.
{}中	{}
{}前	il y a {}
{}前检测	Vérifié il y a {}
{}后充满	Pleine charge dans {}
{}电量低	Batterie faible : {}
{}（{}）	{} ({})
{}（代理接管）	{} (pris en charge par le proxy)
{}，{}，健康 {}	{}, {}, état {}
{}，后台{}	{}, arrière-plan {}
{}：{}	{} : {}
{}：{}/{} 个节点连得上	{} : {}/{} nœuds accessibles
~/.npm/_cacache，安装依赖时自动重新下载	~/.npm/_cacache ; téléchargé à nouveau lors de l’installation des dépendances
~/Library/Caches 中各应用的缓存，删除后会按需重建	Caches des apps dans ~/Library/Caches ; recréés au besoin
~/Library/Logs 中的日志和诊断报告	Journaux et rapports de diagnostic dans ~/Library/Logs
· 结果反映 XStats 自己发出的请求，按应用分流的规则下其他应用可能走不同出口	· Les résultats concernent les requêtes de XStats ; avec des règles par app, les autres apps peuvent utiliser d’autres sorties
“{}”只剩 {} 可用。可以用 XStats 的清理功能释放缓存。	« {} » ne dispose plus que de {} d’espace libre. Utilisez le nettoyage XStats pour vider les caches.
“{}”（{}）会移到废纸篓，可以从废纸篓放回。	« {1} » ({2}) sera déplacé vers la Corbeille ; vous pourrez le remettre à sa place.
、	, 
一般	Correct
一键安装	Installer maintenant
上传	Envoi
上传 {} · 下载 {}	Envoi {} · Réception {}
上传与下载速度、IP 地址、DNS	Débit d’envoi et de réception, adresses IP, DNS
上传并覆盖	Envoyer et remplacer
上传本机设置	Envoyer les réglages de ce Mac
上次同步：{}	Dernière synchronisation : {}
上次更新：{}	Dernière mise à jour : {}
上次检查 {}，最新 {}	Dernière vérification {}, dernière version {}
上次检查发现问题	La dernière vérification a détecté des problèmes
上次检查正常	Dernière vérification sans problème
上次检查：{}	Dernière vérification : {}
上行	Envoi
下行	Réception
下载	Télécharger
下载失败：{}	Échec du téléchargement : {}
下载并应用	Télécharger et appliquer
下载目录中的 .dmg / .pkg / .xip / .iso，移到废纸篓	Fichiers .dmg / .pkg / .xip / .iso dans Téléchargements ; déplacés vers la Corbeille
不可用	Indisponible
不在允许清理的目录内	En dehors d’un dossier autorisé au nettoyage
不在可卸载的位置：{}	Désinstallation impossible à cet emplacement : {}
不提供电量	Aucune information sur la batterie
不支持 IPv6	IPv6 non pris en charge
不是团队 {} 签名的完整应用（{}）	Ce n’est pas une app complète signée par l’équipe {} ({})
不是应用程序	Ce n’est pas une application
不是绝对路径	Ce n’est pas un chemin absolu
不经过代理	Sans proxy
不能删除清理目录本身	Impossible de supprimer le dossier de nettoyage lui-même
不限	Sans limite
不限时	Indéfiniment
与 30 秒前持平	Identique à il y a 30 s
丢包 {}%	{} % de perte
严重	Critique
中位延迟	Médiane
中等负载	Charge modérée
中等风险	Risque moyen
中继	Relais
主显示器	Écran principal
主窗口与弹窗的配色；菜单栏始终跟随系统	Couleurs de la fenêtre et des panneaux ; la barre des menus suit toujours le système
云端只保存邮箱、姓名与设置文档	Le cloud ne conserve que votre adresse e-mail, votre nom et vos réglages
云端已有 {} 在 {} 保存的设置，和这台 Mac 上的不一样。要用哪一份？	{1} a enregistré des réglages dans le cloud {2}, différents de ceux de ce Mac. Lesquels utiliser ?
交换区	Mémoire d’échange
仅系统不休眠	Maintenir le système éveillé
介质错误	Erreurs du support
从左侧选择应用，或把应用拖到这里	Choisissez une app à gauche ou déposez-en une ici
从未	Jamais
从这个节点下载测速，上限 {}	Test de réception depuis ce nœud, jusqu’à {}
代理	Proxy
代理出口	Sortie du proxy
代理出口不支持 IPv6，IPv6 连接也不会绕过代理泄露地址。	La sortie du proxy ne prend pas en charge IPv6, et les connexions IPv6 ne contournent pas le proxy pour exposer votre adresse.
代理出口（{}）	Sortie du proxy ({})
代理方式	Configuration du proxy
代理没有生效	Proxy inactif
代理软件	Apps de proxy
以单核满载为 100%	100 % = un cœur entièrement utilisé
以后再说	Plus tard
以系统权限运行的后台服务，只接受本应用的请求	Un service en arrière-plan doté de droits système, qui n’accepte que les requêtes de cette app
仪表盘	Tableau de bord
企业	Entreprise
企业 IP	IP d’entreprise
企业网络	Réseau d’entreprise
会一并找出它留在资源库里的缓存、偏好设置、容器与登录启动项，全部移到废纸篓，可以放回	Recherche aussi les caches, préférences, conteneurs et agents de lancement dans votre bibliothèque et les place dans la Corbeille, d’où vous pouvez les restaurer
会结束这个应用的 {} 个进程，未保存的内容可能会丢失。强制退出会立即结束，不给应用保存的机会。	Cette action termine {} processus de l’app ; le travail non enregistré peut être perdu. « Forcer à quitter » les termine immédiatement sans permettre d’enregistrer.
传输速率	Débit de liaison
位置	Emplacement
位置：{}	Emplacement : {}
低负载	Charge faible
低风险	Risque faible
住宅 IP	IP résidentielle
住宅代理	Proxy résidentiel
住宅宽带	Connexion résidentielle
住宅概率	Probabilité d’une IP résidentielle
余量 {}	Marge {}
使用 {} 登录	Se connecter avec {}
使用云端设置	Utiliser les réglages du cloud
使用历史	Historique d’utilisation
使用电池	Sur batterie
使用电池且电量低于该值时，自动关闭合盖运行	Désactiver le fonctionnement écran fermé lorsque la batterie passe sous ce seuil
使用自己的 WebDAV 保存一份设置文件，仅手动上传和下载，不会自动合并。	Conservez un fichier de réglages sur votre serveur WebDAV. L’envoi et le téléchargement sont manuels ; les modifications ne sont pas fusionnées automatiquement.
例如 1.1.1.1, 8.8.8.8	p. ex. 1.1.1.1, 8.8.8.8
保存配置	Enregistrer la configuration
保持唤醒	Maintenir éveillé
保持运行	Maintenir actif
信号强度	Signal
修改 DNS 需要管理员权限：已安装辅助工具时直接修改，否则每次弹出系统授权框。	Modifier le DNS nécessite des droits d’administration : si l’assistant est installé, la modification est directe ; sinon, le système demande une autorisation à chaque fois.
修改地址	Modifier les adresses
偏好设置	Préférences
偏高	Élevé
停止	Arrêter
停用	Désactiver
停用失败：{}	Échec de la désactivation : {}
健康 {}	État {}
健康度	État
健康度是现在充满时的容量与出厂容量之比，低于 80% 时苹果建议更换电池	L’état compare la capacité actuelle à pleine charge à la capacité d’origine ; Apple recommande un remplacement sous 80 %
充电上限可在系统设置中设为 80%–100%，长期接电源时有助于延缓电池老化	Définissez une limite de charge de 80 à 100 % dans Réglages Système pour ralentir l’usure de la batterie en cas de branchement prolongé
充电中	En charge
充电盒	Boîtier
全局代理	Proxy global
全局快捷键（在任何应用中都能使用，需要包含 ⌘、⌥ 或 ⌃）	Raccourcis globaux (utilisables dans toutes les apps ; doivent inclure ⌘, ⌥ ou ⌃)
全球探针看目标	Sondes mondiales
全球节点	Nœuds mondiaux
全选	Tout sélectionner
全部	Tout
全部删除	Tout supprimer
全部经代理	Tout le trafic via le proxy
公网 IP	IP publique
公网 IP 查询	Recherche d’IP publique
公网 IPv4	IPv4 publique
公网 IPv6	IPv6 publique
共 {}	{} au total
共 {} 条记录	{} enregistrements
共 {}，{} 个条目 · {}	{1} dans {2} éléments · {3}
关	Désactivé
关于	À propos
关于 XStats	À propos de XStats
关闭	Désactivé
其他	Autres
其他位置	Autres emplacements
其他磁盘	Autres disques
其他程序手动控制	Géré par une autre app
其他程序控制	Autre app
内存	Mémoire
内存 {}	Mémoire {}
内存与图形	Mémoire et graphismes
内存压力严重	Pression mémoire critique
内存压力严重的时段：{} 个（图上红色标记）	Périodes de pression mémoire critique : {} (en rouge)
内存压力偏高	Pression mémoire élevée
内存压力持续 30 秒处于严重，系统开始大量换页	La pression mémoire reste critique pendant 30 secondes et le système sollicite fortement la mémoire d’échange
内存已整理	Mémoire nettoyée
内存水位	Niveaux de mémoire
内存类型	Type de mémoire
内存：{}	Mémoire : {}
写入	Écriture
出口	Sortie
出口与分流	Sorties et routage
出口与分流：检查 VPN 与代理是否生效、各网站从哪个出口出去	Sorties et routage : vérifie le fonctionnement du VPN et du proxy, ainsi que la sortie utilisée par chaque site
出口依据	Fondement
出口未知	Sortie inconnue
出现介质错误，建议备份	Erreurs du support détectées ; sauvegardez vos données
分别经物理网卡、系统代理与 VPN 隧道访问检测目标，约需 10 秒。	Accès aux cibles de test via l’interface réseau, le proxy système et le tunnel VPN. Cela prend environ 10 secondes.
分流正常	Routage séparé fonctionnel
切换到浅色	Passer au mode clair
切换到深色	Passer au mode sombre
刚刚	À l’instant
刚刚检测	Vérifié à l’instant
刚刚被使用	Utilisé récemment
删除	Supprimer
删除…	Supprimer…
删除中…	Suppression…
删除云端数据	Supprimer les données du cloud
删除云端数据？	Supprimer les données du cloud ?
删除全部本地快照？	Supprimer tous les instantanés locaux ?
删除账号、所有登录方式与云端保存的设置；这台 Mac 上的设置保留	Supprime le compte, toutes les méthodes de connexion et les réglages du cloud ; les réglages de ce Mac sont conservés
到时后自动恢复系统默认的睡眠行为。	Le comportement normal de mise en veille reprend à la fin du délai.
刷新	Actualiser
刷新 DNS 缓存	Vider le cache DNS
刷新 DNS 缓存、释放内存、为网络服务设置 DNS 服务器	Vider le cache DNS, libérer la mémoire, définir les serveurs DNS des services réseau
刷新状态	Actualiser l’état
刷新间隔	Intervalle d’actualisation
刷新频率	Fréquence d’actualisation
剩余	Restant
距重置	Avant réinitialisation
剩余 {}	{} restants
剩余寿命	Durée de vie restante
剩余寿命 {}% · 已写入 {}	{} % de durée de vie restante · {} écrits
剪切	Couper
功耗	Consommation
包名是 {}	L’identifiant du bundle est {}
包含城市数据	Inclure les données des villes
协议版本	Version du protocole
单个节点一次测速最多花的时间与流量，先到哪个停哪个	Limites de temps et de données d’un test de débit par nœud ; le test s’arrête à la première limite atteinte
单行	Une ligne
单行文字	Texte sur une ligne
占整机 CPU 的比例：{} 个核心全部跑满为 100%	Part du CPU total : les {} cœurs entièrement utilisés représentent 100 %
占用	Utilisation
占用超过 85% 时数值与图形显示为红色	Afficher les valeurs et graphiques en rouge au-delà de 85 %
占用超过 85%（电池电量低于 20%）时数值与图形显示为红色	Valeurs et graphiques en rouge au-delà de 85 % d’utilisation (sous 20 % de batterie)
占用高于	Utilisation supérieure à
卷	Volume
卸载	Désinstaller
卸载“{}”？	Désinstaller « {} » ?
卸载失败：{}	Échec de la désinstallation : {}
卸载应用	Désinstallation
卸载辅助工具	Désinstaller l’assistant
历史	Historique
历史记录	Historique
历史记录已关闭，下面是关闭前记录的数据。	L’enregistrement de l’historique est désactivé. Les données ci-dessous datent d’avant sa désactivation.
压力 {}	Pression {}
压力{}	{}
压力走势	Évolution de la pression
压缩	Compressée
压缩与交换	Compression et échange
压缩为你省下	Économisé par la compression
压缩包里应当只有一个 .app	L’archive doit contenir exactement une .app
压缩比	Taux de compression
原因	Raison
原生 / 广播	Native / diffusion
原生 IP	IP native
去批准	Autoriser
去授权	Autoriser l’accès
双行圆点	Points
双行文字	Texte sur deux lignes
双行箭头	Flèches
反向解析	DNS inverse
反馈问题	Signaler un problème
发现新版本 {}	Version {} disponible
发现问题	Problèmes détectés
发现问题：{}	Problème détecté : {}
发生这些状况时发送系统通知，点通知打开对应页面	Envoyer une notification lors de ces événements ; cliquer dessus ouvre la page correspondante
发送	Envoyer
发送测试通知	Envoyer une notification de test
取消	Annuler
受保护	Protégé
受保护的项目：{}	Élément protégé : {}
另一台 Mac	Un autre Mac
另有 {} 个出口，见网站分流	{} autres sorties, voir Routage des sites
另有 {} 移到废纸篓	{} supplémentaires déplacés vers la Corbeille
另有 {} 项	{} autres
只同步偏好设置，不上传监控数据、历史记录或 WebDAV 连接信息。每台 Mac 需单独配置 WebDAV。	Seules les préférences sont synchronisées. Les données de surveillance, l’historique et les informations WebDAV sont exclus. Configurez WebDAV séparément sur chaque Mac.
只含当前用户的进程	Vos processus uniquement
只在打开温度与风扇页面时记录	Enregistré uniquement lorsque Température et ventilateurs est ouvert
只在菜单栏显示 GPU 或打开 GPU 相关页面时记录	Enregistré uniquement si le GPU est dans la barre des menus ou si une page GPU est ouverte
只在菜单栏显示温度、开启过热通知或打开温度页面时记录	Enregistré uniquement si la température est dans la barre des menus, si les alertes de surchauffe sont actives ou si une page de température est ouverte
只在菜单栏显示电池或打开电池页面时记录	Enregistré uniquement si Batterie est dans la barre des menus ou si la page Batterie est ouverte
只显示菜单栏时的采样间隔；打开弹窗或主窗口时为 1 秒（进程页 2 秒）	Intervalle des relevés lorsque seule la barre des menus est affichée ; 1 seconde si un panneau ou la fenêtre est ouvert (2 secondes pour Processus)
只查找以该应用包名命名的文件，以及 Application Support、Logs 下与应用同名的目录；钥匙串与其他应用共享的数据不会动。程序坞里的图标会一并移除	Seuls les fichiers nommés d’après l’identifiant du bundle et les dossiers au nom de l’app dans Application Support et Logs sont inclus. Les trousseaux et les données partagées restent intacts. L’icône du Dock est aussi retirée
只设置了系统代理：浏览器等应用走代理，命令行工具、游戏等不读代理设置的程序仍在直连。要接管全部流量，可以开启增强模式或 TUN 模式。	Seul un proxy système est configuré : les navigateurs l’utilisent, mais les outils en ligne de commande, jeux et programmes ignorant les réglages du proxy se connectent directement. Activez le mode amélioré ou TUN pour acheminer tout le trafic.
可以恢复，但清空废纸篓前不会释放空间	Récupérable, mais l’espace n’est libéré qu’après avoir vidé la Corbeille
可执行文件：{}	Exécutable : {}
可清理 · 已选 {} 项	Nettoyable · {} sélectionnés
可清除	Purgeable
可清除是系统随时可以腾出的缓存；访达显示的“可用”把它算在内	L’espace purgeable est constitué de caches libérables à tout moment ; le Finder l’inclut dans l’espace disponible.
可用	Disponible
可用 {}	{} disponibles
可用 {} / 共 {}	{1} libres sur {2}
可用内存只剩 {}，系统正在压缩和交换内存。关闭不用的应用可以缓解。	Il ne reste que {} de mémoire disponible ; le système compresse et utilise la mémoire d’échange. Quitter les apps inutilisées peut aider.
可用空间包含系统可以随时清除的缓存，与访达显示一致	L’espace disponible inclut les caches purgeables, comme dans le Finder
可访问	Accessible
右侧风扇	Ventilateur droit
右耳	Droite
各核心占用	Charge par cœur
各核心负载	Charge des cœurs
各项指标正常	Tous les indicateurs sont normaux
合上屏幕时 Mac 不进入睡眠，下载、渲染、远程连接不中断。	Votre Mac reste éveillé lorsque l’écran est fermé ; les téléchargements, rendus et sessions à distance se poursuivent.
合并为一个	Combinés
合盖后继续运行	Continuer avec l’écran fermé
合盖电量下限	Seuil de batterie écran fermé
合盖睡眠	Veille à la fermeture
合盖运行	Écran fermé
合盖运行时散热变差，请勿放入包中。使用电池且电量低于 {}% 时会自动关闭。	Le refroidissement est moins efficace écran fermé ; ne placez pas le Mac dans un sac. Désactivation automatique sous {} % de batterie.
合盖运行设置	Mode écran fermé
合盖运行需要修改系统睡眠设置，需安装辅助工具（管理员授权一次）。	Le mode écran fermé modifie les réglages de veille et nécessite l’assistant (une autorisation d’administration).
同步	Synchroniser
同步失败	Échec de la synchronisation
同步的内容：菜单栏项目与风格、刷新频率、外观与语言、详情弹窗的区块、连接探测、通知、快捷键、风扇安全温度、合盖电量下限。当前页面、辅助工具与历史记录留在本机。	Sont synchronisés : éléments et styles de la barre des menus, fréquence d’actualisation, apparence, langue, sections des panneaux, sondes réseau, notifications, raccourcis, température de sécurité des ventilateurs et seuil de batterie écran fermé. La page actuelle, l’assistant et l’historique restent sur ce Mac.
后台低频探测	Sondes en arrière-plan
启动于	Démarrage
启动时和之后每天检查一次，发现新版本时显示更新摘要	Vérifie les mises à jour au lancement puis chaque jour, et affiche les nouveautés lorsqu’une version est disponible
启动磁盘	Disque de démarrage
启动磁盘可用空间低于 10% 或 10 GB，每 10 分钟检查一次	Moins de 10 % ou 10 Go libres sur le disque de démarrage ; vérification toutes les 10 minutes
启动磁盘已用占比	Disque de démarrage utilisé
启动项	Éléments de démarrage
启用	Activer
启用 {}	Activer {}
启用失败：{}	Échec de l’activation : {}
哔哩哔哩	Bilibili
唤醒	Réveils
团队 {}	équipe {}
国内	Chine
国内分省三网延迟	Latence en Chine
国内网站也绕到了{}，访问会变慢，也可能触发风控。	Les sites chinois passent aussi par {}, ce qui ralentit l’accès et peut déclencher des contrôles de sécurité.
国内网站直连，国际网站经 {} 的{}。	Les sites chinois se connectent directement ; les sites internationaux passent par {} : {}.
国内网站走了代理，访问会绕路变慢。	Les sites chinois passent par le proxy, ce qui allonge le trajet et ralentit l’accès.
国内网络建议选阿里云或腾讯；选路由器只检测本地连接	En Chine continentale, privilégiez Alibaba Cloud ou Tencent ; « Routeur » ne teste que la liaison locale
图形	Graphismes
图形处理器	GPU
图形核心	Cœurs GPU
图标	Icône
圆环	Anneau
圆环表示当前占用比例	Un anneau représente l’utilisation actuelle
在 cleanip.io 查看这个 IP 的完整报告	Ouvrir le rapport complet de cette IP sur cleanip.io
在主窗口打开“{}”	Ouvrir « {} » dans la fenêtre principale
在程序坞显示图标	Afficher l’icône dans le Dock
在线升级	Mises à jour en ligne
在线升级：发现新版本时显示更新摘要，一键安装并自动重启	Mises à jour en ligne : afficher les nouveautés, installer en un clic et relancer automatiquement
在菜单栏显示	Afficher dans la barre des menus
在菜单栏显示{}	Afficher {} dans la barre des menus
在访达中显示	Afficher dans le Finder
型号	Modèle
域名，例如 example.com	Domaine, par exemple example.com
处理器	Processeur
处理器核心	Cœurs CPU
备用空间	Réserve disponible
备用空间低于阈值，建议备份	Capacité de réserve sous le seuil ; sauvegardez vos données
外置硬盘、U 盘、镜像与网络共享	Disques externes, clés USB, images disque et partages réseau
外观	Apparence
存储	Stockage
